archive,sample_dir,label,control_rpm,file_count,total_bytes
healthy.tar,healthy_20250426_154040_400rpm_20250426_154215,healthy,400,18,761749
healthy.tar,healthy_20250426_154040_400rpm_20250426_154216,healthy,400,18,760249
healthy.tar,healthy_20250426_154040_400rpm_20250426_154217,healthy,400,18,757098
healthy.tar,healthy_20250426_154040_400rpm_20250426_154218,healthy,400,18,759373
healthy.tar,healthy_20250426_154040_400rpm_20250426_154219,healthy,400,18,756295
healthy.tar,healthy_20250426_154040_400rpm_20250426_154220,healthy,400,18,762067
healthy.tar,healthy_20250426_154040_400rpm_20250426_154221,healthy,400,18,760457
healthy.tar,healthy_20250426_154040_400rpm_20250426_154222,healthy,400,18,761331
healthy.tar,healthy_20250426_154040_400rpm_20250426_154223,healthy,400,18,760643
healthy.tar,healthy_20250426_154040_400rpm_20250426_154224,healthy,400,18,765799
healthy.tar,healthy_20250426_154040_400rpm_20250426_154225,healthy,400,18,763945
healthy.tar,healthy_20250426_154040_400rpm_20250426_154226,healthy,400,18,771107
healthy.tar,healthy_20250426_154040_400rpm_20250426_154227,healthy,400,18,769436
healthy.tar,healthy_20250426_154040_400rpm_20250426_154228,healthy,400,18,768498
healthy.tar,healthy_20250426_154040_400rpm_20250426_154229,healthy,400,18,767352
healthy.tar,healthy_20250426_154040_400rpm_20250426_154230,healthy,400,18,766378
healthy.tar,healthy_20250426_154040_400rpm_20250426_154231,healthy,400,18,765807
healthy.tar,healthy_20250426_154040_400rpm_20250426_154232,healthy,400,18,770681
healthy.tar,healthy_20250426_154040_400rpm_20250426_154233,healthy,400,18,766538
healthy.tar,healthy_20250426_154040_400rpm_20250426_154234,healthy,400,18,768533
healthy.tar,healthy_20250426_154040_400rpm_20250426_154235,healthy,400,18,767624
healthy.tar,healthy_20250426_154040_400rpm_20250426_154236,healthy,400,18,766212
healthy.tar,healthy_20250426_154040_400rpm_20250426_154237,healthy,400,18,763308
healthy.tar,healthy_20250426_154040_400rpm_20250426_154238,healthy,400,18,764311
healthy.tar,healthy_20250426_154040_400rpm_20250426_154239,healthy,400,18,763775
healthy.tar,healthy_20250426_154040_400rpm_20250426_154240,healthy,400,18,764875
healthy.tar,healthy_20250426_154040_400rpm_20250426_154241,healthy,400,18,763706
healthy.tar,healthy_20250426_154040_400rpm_20250426_154242,healthy,400,18,764065
healthy.tar,healthy_20250426_154040_400rpm_20250426_154243,healthy,400,18,764037
healthy.tar,healthy_20250426_154040_400rpm_20250426_154244,healthy,400,18,769434
healthy.tar,healthy_20250426_154040_400rpm_20250426_154245,healthy,400,18,763559
healthy.tar,healthy_20250426_154040_400rpm_20250426_154246,healthy,400,18,761829
healthy.tar,healthy_20250426_154040_400rpm_20250426_154247,healthy,400,18,763598
healthy.tar,healthy_20250426_154040_400rpm_20250426_154248,healthy,400,18,767363
healthy.tar,healthy_20250426_154040_400rpm_20250426_154249,healthy,400,18,764491
healthy.tar,healthy_20250426_154040_400rpm_20250426_154250,healthy,400,18,764593
healthy.tar,healthy_20250426_154040_400rpm_20250426_154251,healthy,400,18,761674
healthy.tar,healthy_20250426_154040_400rpm_20250426_154252,healthy,400,18,760723
healthy.tar,healthy_20250426_154040_400rpm_20250426_154253,healthy,400,18,761907
healthy.tar,healthy_20250426_154040_400rpm_20250426_154254,healthy,400,18,765278
healthy.tar,healthy_20250426_154040_400rpm_20250426_154255,healthy,400,18,761973
healthy.tar,healthy_20250426_154040_400rpm_20250426_154256,healthy,400,18,764531
healthy.tar,healthy_20250426_154040_400rpm_20250426_154257,healthy,400,18,766577
healthy.tar,healthy_20250426_154040_400rpm_20250426_154258,healthy,400,18,767667
healthy.tar,healthy_20250426_154040_400rpm_20250426_154259,healthy,400,18,766866
healthy.tar,healthy_20250426_154040_400rpm_20250426_154300,healthy,400,18,769106
healthy.tar,healthy_20250426_154040_400rpm_20250426_154301,healthy,400,18,770972
healthy.tar,healthy_20250426_154040_400rpm_20250426_154302,healthy,400,18,771194
healthy.tar,healthy_20250426_154040_400rpm_20250426_154303,healthy,400,18,769466
healthy.tar,healthy_20250426_154040_400rpm_20250426_154304,healthy,400,18,768377
healthy.tar,healthy_20250426_154040_400rpm_20250426_154305,healthy,400,18,765801
healthy.tar,healthy_20250426_154040_400rpm_20250426_154306,healthy,400,18,763851
healthy.tar,healthy_20250426_154040_400rpm_20250426_154307,healthy,400,18,765630
healthy.tar,healthy_20250426_154040_400rpm_20250426_154308,healthy,400,18,770176
healthy.tar,healthy_20250426_154040_400rpm_20250426_154309,healthy,400,18,771402
healthy.tar,healthy_20250426_154040_400rpm_20250426_154310,healthy,400,18,768983
healthy.tar,healthy_20250426_154040_400rpm_20250426_154311,healthy,400,18,767660
healthy.tar,healthy_20250426_154040_400rpm_20250426_154312,healthy,400,18,769458
healthy.tar,healthy_20250426_154040_400rpm_20250426_154313,healthy,400,18,764852
healthy.tar,healthy_20250426_154040_400rpm_20250426_154314,healthy,400,18,768136
healthy.tar,healthy_20250426_154040_400rpm_20250426_154315,healthy,400,18,765841
healthy.tar,healthy_20250426_154040_400rpm_20250426_154316,healthy,400,18,765866
healthy.tar,healthy_20250426_154040_400rpm_20250426_154317,healthy,400,18,761678
healthy.tar,healthy_20250426_154040_400rpm_20250426_154318,healthy,400,18,764788
healthy.tar,healthy_20250426_154040_400rpm_20250426_154319,healthy,400,18,763398
healthy.tar,healthy_20250426_154040_400rpm_20250426_154320,healthy,400,18,771431
healthy.tar,healthy_20250426_154040_400rpm_20250426_154321,healthy,400,18,765873
healthy.tar,healthy_20250426_154040_400rpm_20250426_154322,healthy,400,18,766119
healthy.tar,healthy_20250426_154040_400rpm_20250426_154323,healthy,400,18,768872
healthy.tar,healthy_20250426_154040_400rpm_20250426_154324,healthy,400,18,768707
healthy.tar,healthy_20250426_154040_400rpm_20250426_154325,healthy,400,18,765801
healthy.tar,healthy_20250426_154040_400rpm_20250426_154326,healthy,400,18,770282
healthy.tar,healthy_20250426_154040_400rpm_20250426_154327,healthy,400,18,766385
healthy.tar,healthy_20250426_154040_400rpm_20250426_154328,healthy,400,18,768503
healthy.tar,healthy_20250426_154040_400rpm_20250426_154329,healthy,400,18,767495
healthy.tar,healthy_20250426_154040_400rpm_20250426_154330,healthy,400,18,767388
healthy.tar,healthy_20250426_154040_400rpm_20250426_154331,healthy,400,18,766806
healthy.tar,healthy_20250426_154040_400rpm_20250426_154332,healthy,400,18,766566
healthy.tar,healthy_20250426_154040_400rpm_20250426_154333,healthy,400,18,764691
healthy.tar,healthy_20250426_154040_400rpm_20250426_154334,healthy,400,18,766035
healthy.tar,healthy_20250426_154040_400rpm_20250426_154335,healthy,400,18,761522
healthy.tar,healthy_20250426_154040_400rpm_20250426_154336,healthy,400,18,763398
healthy.tar,healthy_20250426_154040_400rpm_20250426_154337,healthy,400,18,764364
healthy.tar,healthy_20250426_154040_400rpm_20250426_154338,healthy,400,18,763404
healthy.tar,healthy_20250426_154040_400rpm_20250426_154339,healthy,400,18,762239
healthy.tar,healthy_20250426_154040_400rpm_20250426_154340,healthy,400,18,766581
healthy.tar,healthy_20250426_154040_400rpm_20250426_154341,healthy,400,18,765537
healthy.tar,healthy_20250426_154040_400rpm_20250426_154342,healthy,400,18,764281
healthy.tar,healthy_20250426_154040_400rpm_20250426_154343,healthy,400,18,763900
healthy.tar,healthy_20250426_154040_400rpm_20250426_154344,healthy,400,18,765198
healthy.tar,healthy_20250426_154040_400rpm_20250426_154345,healthy,400,18,763412
healthy.tar,healthy_20250426_154040_400rpm_20250426_154346,healthy,400,18,768675
healthy.tar,healthy_20250426_154040_400rpm_20250426_154347,healthy,400,18,764705
healthy.tar,healthy_20250426_154040_400rpm_20250426_154348,healthy,400,18,767932
healthy.tar,healthy_20250426_154040_400rpm_20250426_154349,healthy,400,18,768795
healthy.tar,healthy_20250426_154040_400rpm_20250426_154350,healthy,400,18,763869
healthy.tar,healthy_20250426_154040_400rpm_20250426_154351,healthy,400,18,763452
healthy.tar,healthy_20250426_154040_400rpm_20250426_154352,healthy,400,18,768267
healthy.tar,healthy_20250426_154040_400rpm_20250426_154353,healthy,400,18,769479
healthy.tar,healthy_20250426_154040_400rpm_20250426_154354,healthy,400,18,769202
healthy.tar,healthy_20250426_154040_400rpm_20250426_154355,healthy,400,18,765647
healthy.tar,healthy_20250426_154040_400rpm_20250426_154356,healthy,400,18,764211
healthy.tar,healthy_20250426_154040_400rpm_20250426_154357,healthy,400,18,764041
healthy.tar,healthy_20250426_154040_400rpm_20250426_154358,healthy,400,18,764418
healthy.tar,healthy_20250426_154040_400rpm_20250426_154359,healthy,400,18,765085
healthy.tar,healthy_20250426_154040_400rpm_20250426_154400,healthy,400,18,765567
healthy.tar,healthy_20250426_154040_400rpm_20250426_154401,healthy,400,18,765948
healthy.tar,healthy_20250426_154040_400rpm_20250426_154402,healthy,400,18,766958
healthy.tar,healthy_20250426_154040_400rpm_20250426_154403,healthy,400,18,773431
healthy.tar,healthy_20250426_154040_400rpm_20250426_154404,healthy,400,18,765386
healthy.tar,healthy_20250426_154040_400rpm_20250426_154405,healthy,400,18,765438
healthy.tar,healthy_20250426_154040_400rpm_20250426_154406,healthy,400,18,767025
healthy.tar,healthy_20250426_154040_400rpm_20250426_154407,healthy,400,18,764664
healthy.tar,healthy_20250426_154040_400rpm_20250426_154408,healthy,400,18,770289
healthy.tar,healthy_20250426_154040_400rpm_20250426_154409,healthy,400,18,767735
healthy.tar,healthy_20250426_154040_400rpm_20250426_154410,healthy,400,18,768296
healthy.tar,healthy_20250426_154040_400rpm_20250426_154411,healthy,400,18,768378
healthy.tar,healthy_20250426_154040_400rpm_20250426_154412,healthy,400,18,766495
healthy.tar,healthy_20250426_154040_400rpm_20250426_154413,healthy,400,18,765065
healthy.tar,healthy_20250426_154040_400rpm_20250426_154414,healthy,400,18,763980
healthy.tar,healthy_20250426_154040_400rpm_20250426_154415,healthy,400,18,767401
healthy.tar,healthy_20250426_154040_400rpm_20250426_154416,healthy,400,18,768982
healthy.tar,healthy_20250426_154040_400rpm_20250426_154417,healthy,400,18,769694
healthy.tar,healthy_20250426_154040_400rpm_20250426_154418,healthy,400,18,767813
healthy.tar,healthy_20250426_154040_400rpm_20250426_154419,healthy,400,18,767365
healthy.tar,healthy_20250426_154040_400rpm_20250426_154420,healthy,400,18,762595
healthy.tar,healthy_20250426_154040_400rpm_20250426_154421,healthy,400,18,759269
healthy.tar,healthy_20250426_154040_400rpm_20250426_154422,healthy,400,18,763754
healthy.tar,healthy_20250426_154040_400rpm_20250426_154423,healthy,400,18,760857
healthy.tar,healthy_20250426_154040_400rpm_20250426_154424,healthy,400,18,762749
healthy.tar,healthy_20250426_154040_400rpm_20250426_154425,healthy,400,18,765194
healthy.tar,healthy_20250426_154040_400rpm_20250426_154426,healthy,400,18,769671
healthy.tar,healthy_20250426_154040_400rpm_20250426_154427,healthy,400,18,768527
healthy.tar,healthy_20250426_154040_400rpm_20250426_154428,healthy,400,18,772857
healthy.tar,healthy_20250426_154040_400rpm_20250426_154429,healthy,400,18,767895
healthy.tar,healthy_20250426_154040_400rpm_20250426_154430,healthy,400,18,760468
healthy.tar,healthy_20250426_154040_400rpm_20250426_154431,healthy,400,18,762205
healthy.tar,healthy_20250426_154040_400rpm_20250426_154432,healthy,400,18,763023
healthy.tar,healthy_20250426_154040_400rpm_20250426_154433,healthy,400,18,765767
healthy.tar,healthy_20250426_154040_400rpm_20250426_154434,healthy,400,18,766595
healthy.tar,healthy_20250426_154040_400rpm_20250426_154435,healthy,400,18,763667
healthy.tar,healthy_20250426_154452_600rpm_20250426_154454,healthy,600,18,793016
healthy.tar,healthy_20250426_154452_600rpm_20250426_154455,healthy,600,18,777250
healthy.tar,healthy_20250426_154452_600rpm_20250426_154456,healthy,600,18,764445
healthy.tar,healthy_20250426_154452_600rpm_20250426_154457,healthy,600,18,770856
healthy.tar,healthy_20250426_154452_600rpm_20250426_154458,healthy,600,18,776291
healthy.tar,healthy_20250426_154452_600rpm_20250426_154459,healthy,600,18,772132
healthy.tar,healthy_20250426_154452_600rpm_20250426_154500,healthy,600,18,768317
healthy.tar,healthy_20250426_154452_600rpm_20250426_154501,healthy,600,18,770466
healthy.tar,healthy_20250426_154452_600rpm_20250426_154502,healthy,600,18,768169
healthy.tar,healthy_20250426_154452_600rpm_20250426_154503,healthy,600,18,768597
healthy.tar,healthy_20250426_154452_600rpm_20250426_154504,healthy,600,18,770576
healthy.tar,healthy_20250426_154452_600rpm_20250426_154505,healthy,600,18,773120
healthy.tar,healthy_20250426_154452_600rpm_20250426_154506,healthy,600,18,775222
healthy.tar,healthy_20250426_154452_600rpm_20250426_154507,healthy,600,18,771562
healthy.tar,healthy_20250426_154452_600rpm_20250426_154508,healthy,600,18,769109
healthy.tar,healthy_20250426_154452_600rpm_20250426_154509,healthy,600,18,773342
healthy.tar,healthy_20250426_154452_600rpm_20250426_154510,healthy,600,18,773574
healthy.tar,healthy_20250426_154452_600rpm_20250426_154511,healthy,600,18,770709
healthy.tar,healthy_20250426_154452_600rpm_20250426_154512,healthy,600,18,767686
healthy.tar,healthy_20250426_154452_600rpm_20250426_154513,healthy,600,18,769690
healthy.tar,healthy_20250426_154452_600rpm_20250426_154514,healthy,600,18,772610
healthy.tar,healthy_20250426_154452_600rpm_20250426_154515,healthy,600,18,770627
healthy.tar,healthy_20250426_154452_600rpm_20250426_154516,healthy,600,18,767945
healthy.tar,healthy_20250426_154452_600rpm_20250426_154517,healthy,600,18,770079
healthy.tar,healthy_20250426_154452_600rpm_20250426_154518,healthy,600,18,767113
healthy.tar,healthy_20250426_154452_600rpm_20250426_154519,healthy,600,18,768746
healthy.tar,healthy_20250426_154452_600rpm_20250426_154520,healthy,600,18,768599
healthy.tar,healthy_20250426_154452_600rpm_20250426_154521,healthy,600,18,769052
healthy.tar,healthy_20250426_154452_600rpm_20250426_154522,healthy,600,18,768463
healthy.tar,healthy_20250426_154452_600rpm_20250426_154523,healthy,600,18,769022
healthy.tar,healthy_20250426_154452_600rpm_20250426_154524,healthy,600,18,766362
healthy.tar,healthy_20250426_154452_600rpm_20250426_154525,healthy,600,18,770355
healthy.tar,healthy_20250426_154452_600rpm_20250426_154526,healthy,600,18,770236
healthy.tar,healthy_20250426_154452_600rpm_20250426_154527,healthy,600,18,770607
healthy.tar,healthy_20250426_154452_600rpm_20250426_154528,healthy,600,18,767211
healthy.tar,healthy_20250426_154452_600rpm_20250426_154529,healthy,600,18,767679
healthy.tar,healthy_20250426_154452_600rpm_20250426_154530,healthy,600,18,767845
healthy.tar,healthy_20250426_154452_600rpm_20250426_154531,healthy,600,18,769449
healthy.tar,healthy_20250426_154452_600rpm_20250426_154532,healthy,600,18,768658
healthy.tar,healthy_20250426_154452_600rpm_20250426_154533,healthy,600,18,775262
healthy.tar,healthy_20250426_154452_600rpm_20250426_154534,healthy,600,18,772495
healthy.tar,healthy_20250426_154452_600rpm_20250426_154535,healthy,600,18,767280
healthy.tar,healthy_20250426_154452_600rpm_20250426_154536,healthy,600,18,763070
healthy.tar,healthy_20250426_154452_600rpm_20250426_154537,healthy,600,18,770016
healthy.tar,healthy_20250426_154452_600rpm_20250426_154538,healthy,600,18,773533
healthy.tar,healthy_20250426_154452_600rpm_20250426_154539,healthy,600,18,774884
healthy.tar,healthy_20250426_154452_600rpm_20250426_154540,healthy,600,18,776471
healthy.tar,healthy_20250426_154452_600rpm_20250426_154541,healthy,600,18,772486
healthy.tar,healthy_20250426_154452_600rpm_20250426_154542,healthy,600,18,770693
healthy.tar,healthy_20250426_154452_600rpm_20250426_154543,healthy,600,18,771078
healthy.tar,healthy_20250426_154452_600rpm_20250426_154544,healthy,600,18,767885
healthy.tar,healthy_20250426_154452_600rpm_20250426_154545,healthy,600,18,767929
healthy.tar,healthy_20250426_154452_600rpm_20250426_154546,healthy,600,18,765179
healthy.tar,healthy_20250426_154452_600rpm_20250426_154547,healthy,600,18,768475
healthy.tar,healthy_20250426_154452_600rpm_20250426_154548,healthy,600,18,768595
healthy.tar,healthy_20250426_154452_600rpm_20250426_154549,healthy,600,18,771551
healthy.tar,healthy_20250426_154452_600rpm_20250426_154550,healthy,600,18,772312
healthy.tar,healthy_20250426_154452_600rpm_20250426_154551,healthy,600,18,772527
healthy.tar,healthy_20250426_154452_600rpm_20250426_154552,healthy,600,18,768542
healthy.tar,healthy_20250426_154452_600rpm_20250426_154553,healthy,600,18,771416
healthy.tar,healthy_20250426_154452_600rpm_20250426_154554,healthy,600,18,763568
healthy.tar,healthy_20250426_154452_600rpm_20250426_154555,healthy,600,18,769634
healthy.tar,healthy_20250426_154452_600rpm_20250426_154556,healthy,600,18,767052
healthy.tar,healthy_20250426_154452_600rpm_20250426_154557,healthy,600,18,769519
healthy.tar,healthy_20250426_154452_600rpm_20250426_154558,healthy,600,18,767755
healthy.tar,healthy_20250426_154452_600rpm_20250426_154559,healthy,600,18,764399
healthy.tar,healthy_20250426_154452_600rpm_20250426_154600,healthy,600,18,765258
healthy.tar,healthy_20250426_154452_600rpm_20250426_154601,healthy,600,18,767772
healthy.tar,healthy_20250426_154452_600rpm_20250426_154602,healthy,600,18,765100
healthy.tar,healthy_20250426_154452_600rpm_20250426_154603,healthy,600,18,768770
healthy.tar,healthy_20250426_154452_600rpm_20250426_154604,healthy,600,18,769789
healthy.tar,healthy_20250426_154452_600rpm_20250426_154605,healthy,600,18,772047
healthy.tar,healthy_20250426_154452_600rpm_20250426_154606,healthy,600,18,772084
healthy.tar,healthy_20250426_154452_600rpm_20250426_154607,healthy,600,18,773180
healthy.tar,healthy_20250426_154452_600rpm_20250426_154608,healthy,600,18,773006
healthy.tar,healthy_20250426_154452_600rpm_20250426_154609,healthy,600,18,770601
healthy.tar,healthy_20250426_154452_600rpm_20250426_154610,healthy,600,18,763042
healthy.tar,healthy_20250426_154452_600rpm_20250426_154611,healthy,600,18,768485
healthy.tar,healthy_20250426_154452_600rpm_20250426_154612,healthy,600,18,773047
healthy.tar,healthy_20250426_154452_600rpm_20250426_154613,healthy,600,18,775492
healthy.tar,healthy_20250426_154452_600rpm_20250426_154614,healthy,600,18,770445
healthy.tar,healthy_20250426_154452_600rpm_20250426_154615,healthy,600,18,775545
healthy.tar,healthy_20250426_154452_600rpm_20250426_154616,healthy,600,18,776085
healthy.tar,healthy_20250426_154452_600rpm_20250426_154617,healthy,600,18,771814
healthy.tar,healthy_20250426_154452_600rpm_20250426_154618,healthy,600,18,771032
healthy.tar,healthy_20250426_154452_600rpm_20250426_154619,healthy,600,18,770980
healthy.tar,healthy_20250426_154452_600rpm_20250426_154620,healthy,600,18,769119
healthy.tar,healthy_20250426_154452_600rpm_20250426_154621,healthy,600,18,771755
healthy.tar,healthy_20250426_154452_600rpm_20250426_154622,healthy,600,18,772179
healthy.tar,healthy_20250426_154452_600rpm_20250426_154623,healthy,600,18,774168
healthy.tar,healthy_20250426_154452_600rpm_20250426_154624,healthy,600,18,772299
healthy.tar,healthy_20250426_154452_600rpm_20250426_154625,healthy,600,18,773358
healthy.tar,healthy_20250426_154452_600rpm_20250426_154626,healthy,600,18,768543
healthy.tar,healthy_20250426_154452_600rpm_20250426_154627,healthy,600,18,769863
healthy.tar,healthy_20250426_154452_600rpm_20250426_154628,healthy,600,18,769702
healthy.tar,healthy_20250426_154452_600rpm_20250426_154629,healthy,600,18,770326
healthy.tar,healthy_20250426_154452_600rpm_20250426_154630,healthy,600,18,765303
healthy.tar,healthy_20250426_154452_600rpm_20250426_154631,healthy,600,18,766747
healthy.tar,healthy_20250426_154452_600rpm_20250426_154632,healthy,600,18,763315
healthy.tar,healthy_20250426_154452_600rpm_20250426_154633,healthy,600,18,765851
healthy.tar,healthy_20250426_154452_600rpm_20250426_154634,healthy,600,18,766396
healthy.tar,healthy_20250426_154452_600rpm_20250426_154635,healthy,600,18,768759
healthy.tar,healthy_20250426_154452_600rpm_20250426_154636,healthy,600,18,765813
healthy.tar,healthy_20250426_154452_600rpm_20250426_154637,healthy,600,18,769986
healthy.tar,healthy_20250426_154452_600rpm_20250426_154638,healthy,600,18,770651
healthy.tar,healthy_20250426_154452_600rpm_20250426_154639,healthy,600,18,772467
healthy.tar,healthy_20250426_154452_600rpm_20250426_154640,healthy,600,18,770599
